O*NET-SOC Code	Element Name
51-9051.00	Critical Thinking
51-9051.00	Operations Monitoring
51-9061.00	Reading Comprehension
51-9061.00	Active Listening
51-9061.00	Writing
51-9061.00	Critical Thinking
51-9061.00	Quality Control Analysis
51-9071.00	Active Listening
51-9071.00	Speaking
51-9071.00	Critical Thinking
51-9071.00	Social Perceptiveness
51-9071.00	Coordination
51-9071.06	Active Listening
51-9071.06	Speaking
51-9071.06	Critical Thinking
51-9071.06	Monitoring
51-9071.06	Quality Control Analysis
51-9081.00	Reading Comprehension
51-9081.00	Critical Thinking
51-9081.00	Operations Monitoring
51-9081.00	Judgment and Decision Making
51-9081.00	Time Management
51-9082.00	Reading Comprehension
51-9082.00	Active Listening
51-9082.00	Speaking
51-9082.00	Critical Thinking
51-9082.00	Quality Control Analysis
51-9083.00	Reading Comprehension
51-9083.00	Operations Monitoring
51-9083.00	Operation and Control
51-9083.00	Quality Control Analysis
51-9083.00	Time Management
51-9111.00	Active Listening
51-9111.00	Monitoring
51-9111.00	Coordination
51-9111.00	Operations Monitoring
51-9111.00	Operation and Control
51-9123.00	Reading Comprehension
51-9123.00	Active Listening
51-9123.00	Monitoring
51-9123.00	Social Perceptiveness
51-9123.00	Coordination
51-9124.00	Monitoring
51-9124.00	Operations Monitoring
51-9124.00	Operation and Control
51-9124.00	Equipment Maintenance
51-9124.00	Quality Control Analysis
51-9141.00	Reading Comprehension
51-9141.00	Active Listening
51-9141.00	Critical Thinking
51-9141.00	Monitoring
51-9141.00	Operations Monitoring
51-9151.00	Reading Comprehension
51-9151.00	Active Listening
51-9151.00	Speaking
51-9151.00	Operations Monitoring
51-9151.00	Quality Control Analysis
51-9161.00	Critical Thinking
51-9161.00	Monitoring
51-9161.00	Operations Monitoring
51-9161.00	Operation and Control
51-9161.00	Quality Control Analysis
51-9162.00	Mathematics
51-9162.00	Monitoring
51-9162.00	Complex Problem Solving
51-9162.00	Operations Monitoring
51-9191.00	Active Listening
51-9191.00	Speaking
51-9191.00	Monitoring
51-9191.00	Operations Monitoring
51-9191.00	Operation and Control
51-9192.00	Active Listening
51-9192.00	Speaking
51-9192.00	Critical Thinking
51-9192.00	Operations Monitoring
51-9192.00	Operation and Control
51-9193.00	Critical Thinking
51-9193.00	Monitoring
51-9193.00	Complex Problem Solving
51-9193.00	Operations Monitoring
51-9193.00	Operation and Control
51-9194.00	Reading Comprehension
51-9194.00	Active Listening
51-9194.00	Speaking
51-9194.00	Monitoring
51-9194.00	Operations Monitoring
51-9195.03	Reading Comprehension
51-9195.03	Active Listening
51-9195.03	Speaking
51-9195.03	Critical Thinking
51-9195.03	Judgment and Decision Making
51-9195.04	Reading Comprehension
51-9195.04	Monitoring
51-9195.04	Operations Monitoring
51-9195.04	Operation and Control
51-9195.04	Quality Control Analysis
51-9195.05	Active Listening
51-9195.05	Critical Thinking
51-9195.05	Monitoring
51-9195.05	Operations Monitoring
51-9195.05	Operation and Control
51-9196.00	Active Listening
51-9196.00	Speaking
51-9196.00	Operations Monitoring
51-9196.00	Operation and Control
51-9196.00	Quality Control Analysis
51-9197.00	Active Listening
51-9197.00	Critical Thinking
51-9197.00	Monitoring
51-9197.00	Operations Monitoring
51-9197.00	Operation and Control
51-9198.00	Active Listening
51-9198.00	Speaking
51-9198.00	Critical Thinking
51-9198.00	Monitoring
51-9198.00	Operations Monitoring
53-1041.00	Active Listening
53-1041.00	Speaking
53-1041.00	Critical Thinking
53-1041.00	Monitoring
53-1041.00	Management of Personnel Resources
53-1042.00	Active Listening
53-1042.00	Speaking
53-1042.00	Critical Thinking
53-1042.00	Coordination
53-1042.00	Management of Personnel Resources
53-1042.01	Active Listening
53-1042.01	Speaking
53-1042.01	Critical Thinking
53-1042.01	Coordination
53-1042.01	Management of Personnel Resources
53-1043.00	Active Listening
53-1043.00	Speaking
53-1043.00	Coordination
53-1043.00	Time Management
53-1043.00	Management of Personnel Resources
53-2011.00	Active Listening
53-2011.00	Critical Thinking
53-2011.00	Monitoring
53-2011.00	Operations Monitoring
53-2011.00	Operation and Control
53-2012.00	Active Listening
53-2012.00	Critical Thinking
53-2012.00	Monitoring
53-2012.00	Operations Monitoring
53-2012.00	Operation and Control
53-2021.00	Active Listening
53-2021.00	Speaking
53-2021.00	Critical Thinking
53-2021.00	Monitoring
53-2021.00	Judgment and Decision Making
53-2022.00	Reading Comprehension
53-2022.00	Active Listening
53-2022.00	Speaking
53-2022.00	Critical Thinking
53-2022.00	Monitoring
53-2031.00	Active Listening
53-2031.00	Speaking
53-2031.00	Monitoring
53-2031.00	Social Perceptiveness
53-2031.00	Service Orientation
53-3011.00	Reading Comprehension
53-3011.00	Active Listening
53-3011.00	Speaking
53-3011.00	Critical Thinking
53-3011.00	Service Orientation
53-3031.00	Reading Comprehension
53-3031.00	Active Listening
53-3031.00	Speaking
53-3031.00	Critical Thinking
53-3031.00	Service Orientation
53-3032.00	Reading Comprehension
53-3032.00	Speaking
53-3032.00	Monitoring
53-3032.00	Operations Monitoring
53-3032.00	Operation and Control
53-3033.00	Reading Comprehension
53-3033.00	Active Listening
53-3033.00	Speaking
53-3033.00	Monitoring
53-3033.00	Operation and Control
53-3051.00	Active Listening
53-3051.00	Speaking
53-3051.00	Critical Thinking
53-3051.00	Monitoring
53-3051.00	Social Perceptiveness
53-3052.00	Active Listening
53-3052.00	Critical Thinking
53-3052.00	Service Orientation
53-3052.00	Operations Monitoring
53-3052.00	Operation and Control
53-3053.00	Active Listening
53-3053.00	Speaking
53-3053.00	Critical Thinking
53-3053.00	Monitoring
53-3053.00	Operation and Control
53-4011.00	Active Listening
53-4011.00	Speaking
53-4011.00	Critical Thinking
53-4011.00	Operations Monitoring
53-4011.00	Operation and Control
53-4013.00	Active Listening
53-4013.00	Speaking
53-4013.00	Monitoring
53-4013.00	Operations Monitoring
53-4013.00	Operation and Control
53-4031.00	Active Listening
53-4031.00	Speaking
53-4031.00	Critical Thinking
53-4031.00	Monitoring
53-4031.00	Coordination
53-4041.00	Active Listening
53-4041.00	Speaking
53-4041.00	Monitoring
53-4041.00	Operations Monitoring
53-4041.00	Operation and Control
53-5011.00	Active Listening
53-5011.00	Critical Thinking
53-5011.00	Monitoring
53-5011.00	Operations Monitoring
53-5011.00	Operation and Control
53-5021.00	Active Listening
53-5021.00	Speaking
53-5021.00	Critical Thinking
53-5021.00	Monitoring
53-5021.00	Operation and Control
53-5022.00	Speaking
53-5022.00	Monitoring
53-5022.00	Operations Monitoring
53-5022.00	Operation and Control
53-5022.00	Equipment Maintenance
53-5031.00	Critical Thinking
53-5031.00	Operations Monitoring
53-5031.00	Operation and Control
53-5031.00	Equipment Maintenance
53-5031.00	Troubleshooting
53-6021.00	Active Listening
53-6021.00	Speaking
53-6021.00	Critical Thinking
53-6021.00	Social Perceptiveness
53-6021.00	Service Orientation
53-6031.00	Active Listening
53-6031.00	Speaking
53-6031.00	Service Orientation
53-6031.00	Operation and Control
53-6031.00	Time Management
53-6041.00	Reading Comprehension
53-6041.00	Active Listening
53-6041.00	Speaking
53-6041.00	Critical Thinking
53-6041.00	Complex Problem Solving
53-6051.01	Reading Comprehension
53-6051.01	Active Listening
53-6051.01	Speaking
53-6051.01	Critical Thinking
53-6051.01	Operations Monitoring
53-6051.07	Reading Comprehension
53-6051.07	Active Listening
53-6051.07	Speaking
53-6051.07	Operations Monitoring
53-6051.07	Quality Control Analysis
53-6061.00	Active Listening
53-6061.00	Speaking
53-6061.00	Monitoring
53-6061.00	Social Perceptiveness
53-6061.00	Service Orientation
53-7011.00	Active Listening
53-7011.00	Speaking
53-7011.00	Monitoring
53-7011.00	Operations Monitoring
53-7011.00	Operation and Control
53-7021.00	Active Listening
53-7021.00	Critical Thinking
53-7021.00	Monitoring
53-7021.00	Operations Monitoring
53-7021.00	Operation and Control
53-7031.00	Critical Thinking
53-7031.00	Coordination
53-7031.00	Operations Monitoring
53-7031.00	Operation and Control
53-7031.00	Judgment and Decision Making
53-7041.00	Active Listening
53-7041.00	Critical Thinking
53-7041.00	Monitoring
53-7041.00	Operations Monitoring
53-7041.00	Time Management
53-7051.00	Coordination
53-7051.00	Operations Monitoring
53-7051.00	Operation and Control
53-7051.00	Equipment Maintenance
53-7051.00	Troubleshooting
53-7061.00	Monitoring
53-7061.00	Operations Monitoring
53-7061.00	Operation and Control
53-7061.00	Quality Control Analysis
53-7061.00	Time Management
53-7062.00	Reading Comprehension
53-7062.00	Active Listening
53-7062.00	Speaking
53-7062.00	Monitoring
53-7062.00	Coordination
53-7062.04	Active Listening
53-7062.04	Speaking
53-7062.04	Monitoring
53-7062.04	Operations Monitoring
53-7062.04	Operation and Control
53-7063.00	Reading Comprehension
53-7063.00	Active Listening
53-7063.00	Speaking
53-7063.00	Monitoring
53-7063.00	Operations Monitoring
53-7064.00	Reading Comprehension
53-7064.00	Active Listening
53-7064.00	Speaking
53-7064.00	Critical Thinking
53-7064.00	Monitoring
53-7065.00	Reading Comprehension
53-7065.00	Active Listening
53-7065.00	Speaking
53-7065.00	Monitoring
53-7065.00	Social Perceptiveness
53-7071.00	Reading Comprehension
53-7071.00	Active Listening
53-7071.00	Critical Thinking
53-7071.00	Operations Monitoring
53-7071.00	Operation and Control
53-7072.00	Reading Comprehension
53-7072.00	Active Listening
53-7072.00	Monitoring
53-7072.00	Operations Monitoring
53-7072.00	Operation and Control
53-7073.00	Critical Thinking
53-7073.00	Monitoring
53-7073.00	Operations Monitoring
53-7073.00	Operation and Control
53-7073.00	Equipment Maintenance
53-7081.00	Active Listening
53-7081.00	Speaking
53-7081.00	Critical Thinking
53-7081.00	Operations Monitoring
53-7081.00	Operation and Control
53-7121.00	Reading Comprehension
53-7121.00	Active Listening
53-7121.00	Operations Monitoring
53-7121.00	Operation and Control
53-7121.00	Time Management
